,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
109,-6.0,1.0,-1.0,0.0,22.0,29.0,-2.0,-6.0,-1.0,0.0,-1.0,-2.0,-21.0,-5.0,-1.0,3.0,-14.0,-7.0,-3.0,-5.0,11.0,23.0,-2.0,-8.0,1.0,-2.0,2.0,10.0,25.0,2.0,-1.0,9.0,-3.0,3.0,6.0,6.0,-64.0,-96.0,1.0,-2.0,-5.0,2.0,-1.0,-2.0,2.0,4.0,5.0,22.0,14.0,3.0,-1.0,-4.0,-5.0,7.0,-2.0,-2.0,-7.0,-8.0,-10.0,-15.0,41.0,74.0,-3.0,-7.0,1
381,-1.0,5.0,-2.0,-5.0,6.0,22.0,1.0,13.0,37.0,-4.0,0.0,-3.0,-38.0,-43.0,-4.0,16.0,-4.0,3.0,-1.0,-1.0,28.0,-7.0,-1.0,-10.0,-4.0,-3.0,0.0,0.0,-3.0,17.0,-4.0,-5.0,14.0,2.0,0.0,1.0,-13.0,-34.0,-4.0,-6.0,-5.0,-1.0,1.0,1.0,5.0,12.0,1.0,1.0,5.0,0.0,-4.0,-2.0,25.0,20.0,3.0,-7.0,-4.0,-1.0,-1.0,1.0,-1.0,16.0,2.0,7.0,1
612,-19.0,2.0,0.0,0.0,9.0,29.0,2.0,-15.0,48.0,1.0,-1.0,-3.0,2.0,9.0,2.0,13.0,-7.0,0.0,3.0,4.0,0.0,-26.0,-2.0,2.0,4.0,-2.0,-3.0,-3.0,29.0,44.0,-1.0,-2.0,7.0,-3.0,2.0,2.0,-37.0,-25.0,2.0,1.0,-29.0,-1.0,3.0,4.0,9.0,-31.0,-5.0,-1.0,1.0,2.0,3.0,2.0,-26.0,-15.0,2.0,-5.0,1.0,2.0,-2.0,0.0,18.0,3.0,-2.0,-3.0,1
39,-14.0,-1.0,-2.0,-2.0,-19.0,-29.0,-4.0,-4.0,36.0,2.0,-3.0,-4.0,-5.0,-5.0,-1.0,2.0,-3.0,-2.0,-3.0,-2.0,12.0,37.0,-3.0,-1.0,3.0,2.0,1.0,-4.0,6.0,14.0,3.0,9.0,15.0,0.0,3.0,8.0,-20.0,-29.0,-4.0,-5.0,-36.0,-5.0,-4.0,-5.0,-8.0,2.0,-9.0,-10.0,-9.0,-2.0,0.0,-2.0,15.0,15.0,3.0,-5.0,23.0,2.0,-2.0,-3.0,-7.0,-7.0,1.0,20.0,1
2309,-3.0,-1.0,-3.0,0.0,-15.0,-2.0,-1.0,-4.0,7.0,-1.0,-2.0,-6.0,-21.0,-13.0,-3.0,1.0,-7.0,-3.0,1.0,5.0,23.0,-3.0,-3.0,5.0,2.0,-3.0,-2.0,-3.0,2.0,17.0,-1.0,-4.0,-14.0,-8.0,-2.0,-2.0,-3.0,25.0,-1.0,-13.0,-15.0,3.0,1.0,3.0,0.0,-34.0,0.0,6.0,56.0,7.0,1.0,-1.0,-13.0,-23.0,-2.0,6.0,-2.0,-1.0,0.0,-1.0,-31.0,-24.0,-1.0,4.0,1
1118,-9.0,2.0,-1.0,-5.0,-4.0,25.0,0.0,0.0,-16.0,2.0,2.0,2.0,8.0,-18.0,1.0,-1.0,-15.0,-6.0,-3.0,-1.0,-13.0,-9.0,-2.0,-2.0,-7.0,-2.0,-5.0,-3.0,16.0,3.0,0.0,-4.0,5.0,-16.0,-2.0,2.0,6.0,6.0,3.0,4.0,7.0,-12.0,-1.0,-4.0,-19.0,-1.0,-3.0,-2.0,-8.0,2.0,0.0,1.0,10.0,17.0,-3.0,-3.0,-4.0,3.0,-1.0,-1.0,15.0,-8.0,0.0,-5.0,1
7,3.0,5.0,-1.0,-3.0,-3.0,12.0,-3.0,-1.0,-8.0,-8.0,-5.0,0.0,46.0,49.0,0.0,-3.0,8.0,3.0,1.0,1.0,-27.0,-32.0,1.0,1.0,-24.0,-3.0,-1.0,0.0,36.0,30.0,2.0,-20.0,-9.0,-2.0,1.0,0.0,-37.0,-38.0,1.0,12.0,2.0,-3.0,-7.0,-6.0,46.0,79.0,4.0,-2.0,16.0,7.0,4.0,2.0,-26.0,-42.0,1.0,11.0,-5.0,-2.0,1.0,1.0,9.0,-9.0,2.0,0.0,1
1904,-13.0,-3.0,-3.0,-6.0,-25.0,14.0,1.0,0.0,27.0,3.0,1.0,3.0,52.0,12.0,-3.0,12.0,19.0,11.0,6.0,7.0,-46.0,-42.0,-3.0,-10.0,-16.0,-12.0,-3.0,-2.0,8.0,6.0,-1.0,3.0,-9.0,-3.0,-1.0,-5.0,3.0,4.0,0.0,-7.0,6.0,0.0,-4.0,-6.0,2.0,30.0,0.0,2.0,17.0,2.0,-2.0,-2.0,18.0,9.0,0.0,8.0,2.0,0.0,-5.0,-6.0,23.0,41.0,-2.0,-1.0,1
753,31.0,1.0,-1.0,2.0,-21.0,-24.0,-3.0,10.0,10.0,3.0,2.0,2.0,-7.0,-5.0,0.0,-1.0,12.0,4.0,-1.0,-2.0,12.0,-2.0,-4.0,-8.0,-17.0,-5.0,-2.0,-1.0,19.0,27.0,-2.0,-16.0,-12.0,-3.0,0.0,-5.0,2.0,12.0,3.0,8.0,18.0,-2.0,-2.0,1.0,-8.0,-27.0,-6.0,-5.0,-18.0,-3.0,-2.0,-1.0,2.0,12.0,0.0,1.0,23.0,3.0,-1.0,0.0,4.0,6.0,-1.0,-10.0,1
2475,10.0,4.0,1.0,-1.0,-26.0,1.0,-2.0,2.0,-25.0,-5.0,-6.0,-6.0,24.0,12.0,1.0,-6.0,37.0,-6.0,0.0,0.0,-29.0,3.0,-2.0,-1.0,13.0,9.0,0.0,0.0,-19.0,-20.0,-1.0,-11.0,-22.0,-13.0,1.0,3.0,-2.0,-24.0,-5.0,0.0,-2.0,1.0,1.0,2.0,17.0,8.0,2.0,-4.0,3.0,-1.0,-5.0,-6.0,21.0,45.0,-1.0,0.0,3.0,2.0,3.0,2.0,-9.0,-27.0,-3.0,-10.0,1
1203,3.0,1.0,0.0,-10.0,-4.0,-12.0,-1.0,-7.0,-5.0,-3.0,1.0,-16.0,-5.0,-6.0,-4.0,-1.0,-18.0,-5.0,-1.0,-3.0,25.0,27.0,-3.0,-8.0,-9.0,-2.0,-1.0,-4.0,23.0,8.0,0.0,-5.0,10.0,1.0,4.0,-6.0,-37.0,-27.0,-7.0,-9.0,-7.0,-1.0,-2.0,-12.0,-4.0,5.0,3.0,5.0,2.0,-1.0,-4.0,7.0,53.0,19.0,-1.0,5.0,13.0,3.0,4.0,7.0,-39.0,-22.0,-1.0,-5.0,1
1338,24.0,-14.0,-3.0,-8.0,-54.0,-2.0,-1.0,6.0,-29.0,4.0,-2.0,-2.0,11.0,17.0,1.0,-8.0,58.0,4.0,-2.0,-1.0,2.0,-5.0,1.0,9.0,-2.0,1.0,-1.0,0.0,-6.0,13.0,-2.0,-14.0,-19.0,-3.0,-4.0,-4.0,9.0,3.0,-3.0,-1.0,-1.0,1.0,4.0,3.0,5.0,-17.0,-1.0,5.0,-10.0,-4.0,2.0,-1.0,5.0,1.0,-1.0,-5.0,-7.0,-4.0,-1.0,-5.0,1.0,12.0,0.0,1.0,1
2802,-5.0,-5.0,0.0,-7.0,-73.0,-34.0,-3.0,-13.0,-19.0,8.0,9.0,11.0,-39.0,-49.0,-2.0,21.0,36.0,4.0,-1.0,-1.0,24.0,0.0,-3.0,1.0,-21.0,-5.0,-5.0,-4.0,-19.0,-5.0,-3.0,-8.0,-18.0,-3.0,-5.0,-4.0,31.0,30.0,0.0,2.0,73.0,4.0,-2.0,-4.0,-2.0,8.0,3.0,5.0,-13.0,-5.0,-2.0,-2.0,-18.0,3.0,-1.0,-4.0,12.0,3.0,2.0,5.0,7.0,1.0,3.0,4.0,1
333,-11.0,-4.0,-3.0,-4.0,2.0,-8.0,2.0,7.0,5.0,1.0,3.0,0.0,-5.0,4.0,-3.0,-2.0,3.0,-3.0,-5.0,-7.0,0.0,7.0,-1.0,2.0,3.0,0.0,-1.0,-1.0,1.0,10.0,1.0,-7.0,3.0,1.0,0.0,0.0,-19.0,-30.0,-6.0,7.0,-15.0,-5.0,-7.0,3.0,11.0,37.0,4.0,-10.0,7.0,2.0,3.0,2.0,-20.0,-20.0,-11.0,2.0,1.0,2.0,2.0,4.0,-23.0,-43.0,-3.0,-1.0,1
1313,0.0,-3.0,-2.0,0.0,0.0,17.0,-1.0,1.0,-1.0,-3.0,1.0,1.0,-36.0,-19.0,0.0,-4.0,-20.0,-2.0,0.0,-2.0,1.0,-5.0,1.0,-1.0,-8.0,0.0,-1.0,2.0,29.0,18.0,0.0,-9.0,2.0,-2.0,-4.0,-4.0,-19.0,8.0,-2.0,1.0,8.0,-7.0,-4.0,-3.0,19.0,1.0,0.0,2.0,-12.0,-3.0,-4.0,-4.0,-9.0,13.0,1.0,-9.0,0.0,1.0,2.0,4.0,-7.0,2.0,4.0,13.0,1
1267,-4.0,5.0,0.0,-3.0,-28.0,5.0,1.0,1.0,-3.0,-8.0,3.0,4.0,-17.0,-28.0,-4.0,-7.0,5.0,-4.0,-3.0,-3.0,0.0,9.0,4.0,4.0,-30.0,-7.0,-2.0,-2.0,-7.0,4.0,2.0,-4.0,11.0,0.0,-2.0,-5.0,26.0,22.0,2.0,6.0,0.0,0.0,-5.0,-7.0,-13.0,-2.0,-1.0,5.0,3.0,-3.0,0.0,1.0,-5.0,-9.0,-2.0,-1.0,6.0,1.0,-2.0,-1.0,2.0,19.0,1.0,0.0,1
1094,-8.0,5.0,2.0,1.0,-2.0,1.0,-1.0,0.0,-2.0,-1.0,-3.0,-3.0,5.0,11.0,-3.0,1.0,-9.0,-6.0,-7.0,-3.0,52.0,34.0,1.0,-5.0,-9.0,5.0,7.0,8.0,-81.0,-51.0,-3.0,-13.0,-2.0,-3.0,0.0,-1.0,13.0,3.0,-1.0,25.0,15.0,8.0,4.0,-1.0,-41.0,-61.0,-1.0,1.0,5.0,-8.0,-3.0,-3.0,-5.0,10.0,-2.0,-13.0,7.0,1.0,-8.0,-8.0,37.0,40.0,2.0,2.0,1
2041,14.0,4.0,3.0,4.0,-36.0,-21.0,-1.0,9.0,-22.0,-2.0,-1.0,-2.0,1.0,-7.0,0.0,-1.0,-11.0,-4.0,-1.0,0.0,4.0,1.0,-7.0,-12.0,-2.0,-1.0,1.0,1.0,-13.0,-14.0,3.0,-6.0,-6.0,-3.0,-2.0,-1.0,26.0,1.0,1.0,2.0,-2.0,-4.0,-3.0,-6.0,16.0,19.0,-1.0,0.0,16.0,4.0,0.0,0.0,-41.0,-10.0,2.0,4.0,1.0,3.0,3.0,5.0,4.0,4.0,-1.0,1.0,1
1874,-2.0,4.0,1.0,-5.0,-31.0,-10.0,1.0,4.0,-2.0,-5.0,0.0,3.0,31.0,19.0,0.0,-5.0,18.0,1.0,1.0,2.0,-17.0,-13.0,-4.0,-3.0,-7.0,-2.0,0.0,0.0,-1.0,-8.0,-1.0,-4.0,-35.0,-5.0,-2.0,-2.0,10.0,10.0,-3.0,1.0,58.0,8.0,-4.0,-5.0,3.0,15.0,1.0,8.0,1.0,3.0,3.0,7.0,-16.0,-9.0,1.0,0.0,0.0,-4.0,-1.0,1.0,0.0,-6.0,0.0,-1.0,1
1878,1.0,-1.0,-1.0,1.0,-22.0,3.0,0.0,7.0,-1.0,-1.0,0.0,0.0,0.0,-10.0,-1.0,-3.0,-2.0,-3.0,-2.0,0.0,77.0,36.0,2.0,-11.0,6.0,-1.0,0.0,2.0,-25.0,-19.0,0.0,9.0,-21.0,-1.0,0.0,2.0,-44.0,-17.0,-3.0,-7.0,38.0,9.0,1.0,1.0,18.0,3.0,0.0,8.0,4.0,-3.0,-5.0,-10.0,-18.0,3.0,-2.0,1.0,-5.0,-2.0,1.0,3.0,14.0,19.0,-1.0,-2.0,1
2803,-21.0,-1.0,2.0,4.0,12.0,-6.0,-1.0,-3.0,-20.0,-7.0,-3.0,-3.0,-11.0,0.0,-2.0,-10.0,-4.0,-1.0,-5.0,-4.0,3.0,7.0,-4.0,1.0,26.0,4.0,2.0,1.0,-30.0,-42.0,0.0,1.0,6.0,1.0,0.0,2.0,13.0,1.0,0.0,5.0,-9.0,1.0,1.0,0.0,8.0,-3.0,1.0,-3.0,7.0,-2.0,-2.0,-2.0,4.0,15.0,0.0,-4.0,-24.0,-5.0,-6.0,-8.0,10.0,30.0,1.0,3.0,1
1984,24.0,-3.0,1.0,1.0,-13.0,-37.0,-3.0,-1.0,-14.0,2.0,0.0,-1.0,14.0,14.0,1.0,2.0,18.0,-1.0,1.0,-1.0,-42.0,-27.0,-1.0,-1.0,-10.0,0.0,-1.0,0.0,41.0,41.0,2.0,-2.0,-5.0,-2.0,-1.0,-5.0,2.0,16.0,-3.0,-9.0,-4.0,-3.0,2.0,1.0,-10.0,-20.0,-1.0,-1.0,-7.0,0.0,0.0,0.0,8.0,-9.0,-2.0,-3.0,9.0,-2.0,-4.0,-2.0,5.0,19.0,-2.0,-1.0,1
2454,-1.0,-3.0,-4.0,-5.0,-13.0,3.0,0.0,1.0,-29.0,-3.0,-2.0,2.0,26.0,28.0,-2.0,-8.0,7.0,2.0,2.0,1.0,-18.0,-10.0,-1.0,-7.0,0.0,0.0,-1.0,0.0,0.0,-23.0,2.0,1.0,-1.0,-2.0,-1.0,-3.0,-17.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,2.0,3.0,2.0,2.0,-2.0,-2.0,-2.0,-2.0,18.0,15.0,1.0,-4.0,-8.0,-3.0,-4.0,-2.0,12.0,23.0,1.0,-3.0,1
1346,13.0,2.0,0.0,6.0,-30.0,8.0,4.0,0.0,-6.0,-4.0,-4.0,-3.0,-6.0,1.0,-6.0,-1.0,9.0,2.0,3.0,3.0,-2.0,-12.0,-2.0,7.0,-9.0,-2.0,-2.0,-4.0,5.0,15.0,-1.0,-10.0,2.0,-3.0,-6.0,-7.0,25.0,40.0,-3.0,-2.0,10.0,1.0,2.0,1.0,-23.0,-29.0,2.0,5.0,-8.0,-1.0,0.0,0.0,-22.0,-8.0,-2.0,-5.0,-5.0,-6.0,-8.0,-9.0,1.0,0.0,-2.0,-4.0,1
1442,-5.0,1.0,3.0,2.0,7.0,1.0,-2.0,-1.0,0.0,-6.0,-2.0,3.0,20.0,24.0,2.0,7.0,-5.0,0.0,2.0,2.0,31.0,17.0,3.0,-13.0,23.0,3.0,-5.0,-6.0,1.0,-5.0,2.0,16.0,-23.0,-3.0,-3.0,-1.0,-16.0,5.0,2.0,-13.0,-10.0,0.0,1.0,-3.0,-36.0,-23.0,-3.0,8.0,5.0,-6.0,-2.0,2.0,7.0,9.0,-1.0,-2.0,-26.0,2.0,0.0,3.0,0.0,-4.0,-2.0,-9.0,1
348,-17.0,-2.0,-3.0,-4.0,-73.0,-28.0,-1.0,-3.0,32.0,7.0,2.0,1.0,9.0,-23.0,4.0,30.0,-5.0,1.0,1.0,2.0,-7.0,-4.0,-6.0,-8.0,-9.0,-1.0,1.0,-1.0,12.0,40.0,1.0,8.0,-7.0,-4.0,-1.0,1.0,-1.0,13.0,6.0,-6.0,-17.0,-3.0,-2.0,-1.0,-14.0,-11.0,-6.0,-5.0,3.0,-2.0,-4.0,-5.0,32.0,2.0,4.0,-5.0,1.0,3.0,3.0,1.0,-19.0,-15.0,-1.0,1.0,1
2406,-20.0,-2.0,-1.0,-2.0,7.0,-12.0,1.0,-8.0,9.0,0.0,0.0,1.0,-2.0,-7.0,-4.0,2.0,-10.0,-4.0,-1.0,-4.0,17.0,21.0,2.0,-5.0,3.0,-1.0,0.0,-4.0,5.0,15.0,-4.0,-4.0,-11.0,0.0,2.0,4.0,17.0,0.0,-1.0,0.0,-16.0,0.0,-1.0,-4.0,-15.0,-12.0,3.0,2.0,16.0,4.0,0.0,1.0,12.0,-3.0,-3.0,3.0,-12.0,-3.0,-2.0,0.0,4.0,-7.0,-1.0,-5.0,1
139,21.0,4.0,1.0,-1.0,10.0,-16.0,-3.0,7.0,-3.0,2.0,-2.0,-1.0,2.0,19.0,-2.0,-4.0,-1.0,-3.0,-5.0,-6.0,14.0,18.0,-3.0,4.0,-8.0,-1.0,-7.0,-4.0,26.0,49.0,0.0,-7.0,-18.0,1.0,5.0,5.0,-49.0,-62.0,0.0,-11.0,0.0,-3.0,1.0,1.0,-26.0,-31.0,4.0,8.0,7.0,-7.0,-4.0,-3.0,6.0,10.0,-4.0,-7.0,-8.0,-2.0,-6.0,-7.0,39.0,49.0,-1.0,-21.0,1
204,29.0,-3.0,0.0,2.0,-6.0,15.0,0.0,-23.0,23.0,10.0,4.0,5.0,-54.0,-93.0,0.0,12.0,-2.0,7.0,-4.0,-5.0,27.0,13.0,-1.0,-3.0,-2.0,-15.0,-1.0,0.0,-1.0,15.0,0.0,17.0,-11.0,0.0,-2.0,-1.0,14.0,5.0,-2.0,-2.0,-11.0,-6.0,-1.0,-3.0,17.0,40.0,0.0,4.0,1.0,-3.0,2.0,1.0,3.0,-19.0,-2.0,6.0,-8.0,5.0,1.0,-2.0,-43.0,-32.0,-3.0,-25.0,1
598,3.0,-3.0,-4.0,-9.0,-10.0,7.0,-3.0,-5.0,-6.0,-5.0,-2.0,0.0,-13.0,1.0,2.0,9.0,-29.0,-3.0,0.0,2.0,-22.0,-15.0,-6.0,-8.0,33.0,5.0,-5.0,-8.0,30.0,14.0,3.0,3.0,0.0,-1.0,-5.0,-5.0,9.0,41.0,-1.0,-3.0,-7.0,3.0,3.0,8.0,-21.0,-50.0,3.0,5.0,-8.0,-3.0,1.0,-1.0,-13.0,-25.0,-2.0,-2.0,-15.0,-6.0,0.0,0.0,22.0,23.0,-4.0,-3.0,1
171,26.0,-5.0,0.0,2.0,-11.0,10.0,1.0,11.0,-13.0,-1.0,-5.0,-1.0,17.0,-3.0,15.0,-4.0,12.0,-1.0,-1.0,1.0,-34.0,-26.0,-8.0,11.0,-13.0,1.0,-5.0,-1.0,34.0,27.0,-5.0,1.0,-27.0,4.0,1.0,-5.0,-26.0,-20.0,0.0,-1.0,40.0,-6.0,-1.0,-4.0,3.0,17.0,0.0,4.0,-14.0,-3.0,3.0,9.0,-9.0,13.0,1.0,-3.0,-5.0,2.0,-3.0,-5.0,0.0,-30.0,-2.0,-3.0,1
765,-29.0,-5.0,-1.0,2.0,-16.0,-9.0,-2.0,-8.0,-2.0,0.0,-3.0,0.0,-4.0,-11.0,-2.0,6.0,8.0,0.0,-1.0,-2.0,17.0,12.0,-3.0,-4.0,-4.0,-3.0,-2.0,0.0,19.0,22.0,4.0,-2.0,-8.0,-5.0,-1.0,-6.0,1.0,11.0,-2.0,3.0,-5.0,-2.0,3.0,3.0,-26.0,-10.0,-2.0,-10.0,4.0,6.0,4.0,3.0,-33.0,-46.0,0.0,9.0,1.0,-3.0,0.0,3.0,15.0,-2.0,-2.0,4.0,1
843,-2.0,1.0,-1.0,-3.0,6.0,25.0,-3.0,0.0,15.0,0.0,1.0,0.0,-12.0,-10.0,1.0,-9.0,-13.0,-6.0,-3.0,0.0,19.0,27.0,6.0,6.0,-25.0,4.0,2.0,-1.0,-10.0,-15.0,-2.0,-8.0,37.0,2.0,-3.0,-2.0,13.0,17.0,0.0,8.0,-8.0,-2.0,-1.0,0.0,18.0,5.0,-2.0,-1.0,9.0,-1.0,-1.0,-4.0,-22.0,1.0,-2.0,-1.0,-16.0,-1.0,2.0,4.0,-2.0,-13.0,1.0,-2.0,1
339,-34.0,-1.0,0.0,-1.0,16.0,-11.0,-5.0,-22.0,27.0,2.0,3.0,8.0,-21.0,-13.0,5.0,21.0,-1.0,8.0,-3.0,-3.0,-2.0,10.0,-6.0,-9.0,-3.0,-11.0,0.0,1.0,-20.0,-1.0,-1.0,1.0,5.0,-1.0,-2.0,-1.0,11.0,17.0,2.0,3.0,-26.0,-5.0,-3.0,-3.0,27.0,16.0,-4.0,-7.0,14.0,5.0,4.0,2.0,-26.0,-28.0,-6.0,5.0,43.0,7.0,-2.0,-2.0,-11.0,-21.0,2.0,-3.0,1
1600,-7.0,-6.0,-3.0,-4.0,-9.0,-11.0,-3.0,-10.0,-9.0,1.0,0.0,2.0,-12.0,-18.0,0.0,6.0,19.0,1.0,-2.0,-5.0,-16.0,-16.0,-1.0,4.0,10.0,4.0,1.0,1.0,5.0,3.0,-2.0,2.0,2.0,-4.0,-4.0,-4.0,6.0,18.0,2.0,-5.0,-21.0,-5.0,-2.0,0.0,56.0,21.0,2.0,1.0,0.0,2.0,1.0,-2.0,-50.0,-34.0,-9.0,-22.0,11.0,-2.0,-4.0,-2.0,6.0,7.0,10.0,34.0,1
1380,12.0,2.0,0.0,1.0,-6.0,1.0,1.0,17.0,0.0,0.0,0.0,2.0,13.0,6.0,1.0,-5.0,-1.0,-2.0,-2.0,-3.0,-2.0,7.0,2.0,-3.0,-1.0,-4.0,-5.0,-2.0,-6.0,1.0,-1.0,-8.0,-4.0,6.0,4.0,5.0,10.0,10.0,1.0,3.0,-11.0,-2.0,-3.0,-5.0,-10.0,-16.0,-2.0,-14.0,9.0,2.0,-3.0,-1.0,49.0,38.0,1.0,7.0,-27.0,-5.0,1.0,3.0,-33.0,-36.0,-1.0,-10.0,1
1329,3.0,6.0,5.0,4.0,-90.0,-68.0,1.0,-5.0,13.0,2.0,2.0,3.0,-29.0,-20.0,1.0,6.0,-15.0,-2.0,2.0,3.0,24.0,-10.0,2.0,2.0,-6.0,2.0,-3.0,-4.0,-17.0,18.0,-1.0,-5.0,28.0,2.0,-3.0,-4.0,49.0,23.0,-2.0,4.0,-4.0,1.0,-2.0,-3.0,-7.0,2.0,-3.0,1.0,14.0,2.0,3.0,2.0,-24.0,-8.0,0.0,-6.0,-11.0,-10.0,-9.0,-11.0,14.0,31.0,-3.0,6.0,1
2276,2.0,0.0,-1.0,-4.0,-5.0,-1.0,-2.0,-6.0,0.0,0.0,-4.0,-4.0,15.0,13.0,0.0,-3.0,7.0,-1.0,-1.0,4.0,1.0,-14.0,-3.0,5.0,-14.0,-2.0,0.0,1.0,12.0,7.0,-1.0,-6.0,-4.0,-1.0,3.0,2.0,-25.0,-14.0,-3.0,0.0,-12.0,-1.0,-2.0,0.0,7.0,-4.0,2.0,-4.0,19.0,0.0,-2.0,-7.0,-24.0,-10.0,-1.0,1.0,-2.0,0.0,-1.0,1.0,0.0,-20.0,1.0,4.0,1
456,-5.0,0.0,1.0,-1.0,2.0,7.0,0.0,5.0,-7.0,-2.0,-1.0,-3.0,5.0,7.0,-1.0,-8.0,-19.0,-3.0,-2.0,-3.0,14.0,19.0,1.0,-8.0,31.0,2.0,0.0,2.0,0.0,5.0,-2.0,1.0,3.0,4.0,1.0,-1.0,-56.0,-35.0,-3.0,5.0,-13.0,-3.0,-1.0,-1.0,-7.0,-12.0,-1.0,2.0,0.0,-2.0,1.0,0.0,4.0,-4.0,-3.0,-14.0,7.0,-5.0,-1.0,-3.0,3.0,4.0,1.0,-4.0,1
2093,10.0,1.0,3.0,-1.0,-23.0,-20.0,0.0,10.0,-8.0,0.0,-1.0,0.0,1.0,-2.0,-2.0,-11.0,-6.0,1.0,0.0,0.0,8.0,9.0,-1.0,2.0,21.0,1.0,0.0,0.0,-1.0,6.0,-1.0,-4.0,-12.0,-6.0,-2.0,-1.0,17.0,18.0,1.0,-3.0,-22.0,0.0,-2.0,-5.0,-4.0,0.0,1.0,0.0,52.0,6.0,2.0,4.0,3.0,-18.0,-2.0,4.0,-30.0,0.0,-1.0,2.0,0.0,-8.0,-2.0,-8.0,1
713,-6.0,-3.0,-1.0,-2.0,-6.0,21.0,-1.0,-5.0,-3.0,3.0,-3.0,-4.0,18.0,12.0,-2.0,-17.0,6.0,-6.0,5.0,4.0,-11.0,-1.0,2.0,25.0,-3.0,1.0,-2.0,1.0,38.0,7.0,-2.0,1.0,-3.0,-1.0,1.0,1.0,-38.0,-27.0,0.0,2.0,34.0,0.0,-3.0,-4.0,0.0,-2.0,2.0,-2.0,1.0,5.0,-3.0,-1.0,24.0,11.0,-1.0,-14.0,-24.0,-2.0,0.0,-1.0,1.0,22.0,2.0,-1.0,1
893,-28.0,-5.0,-3.0,-4.0,14.0,20.0,-2.0,-9.0,6.0,-1.0,3.0,3.0,-24.0,-9.0,0.0,1.0,-7.0,8.0,-1.0,1.0,-12.0,-29.0,-9.0,-8.0,-26.0,-20.0,-3.0,-3.0,-2.0,12.0,-1.0,6.0,0.0,1.0,0.0,0.0,-9.0,-9.0,1.0,-7.0,-7.0,-2.0,-2.0,-2.0,5.0,22.0,3.0,6.0,10.0,4.0,0.0,1.0,23.0,2.0,1.0,-8.0,-8.0,2.0,-1.0,-2.0,-2.0,14.0,0.0,1.0,1
928,-10.0,7.0,-1.0,-6.0,-8.0,4.0,5.0,4.0,0.0,-11.0,-1.0,0.0,-1.0,5.0,1.0,-12.0,-21.0,1.0,2.0,3.0,-13.0,2.0,1.0,9.0,16.0,4.0,1.0,1.0,21.0,-12.0,1.0,-2.0,-5.0,-3.0,-1.0,2.0,-31.0,-28.0,-4.0,-7.0,2.0,2.0,-2.0,-2.0,1.0,-8.0,0.0,16.0,-2.0,-3.0,-3.0,-4.0,7.0,9.0,-1.0,-7.0,-4.0,-2.0,-2.0,-3.0,3.0,14.0,0.0,-1.0,1
2155,14.0,0.0,-2.0,-4.0,8.0,-1.0,-3.0,2.0,-13.0,1.0,1.0,2.0,-68.0,-65.0,-1.0,1.0,-9.0,-4.0,-3.0,-4.0,18.0,5.0,-1.0,2.0,-6.0,-6.0,-3.0,-3.0,0.0,-1.0,-1.0,-8.0,3.0,-5.0,-5.0,-4.0,17.0,56.0,3.0,1.0,-3.0,2.0,3.0,0.0,-16.0,-32.0,0.0,2.0,5.0,-1.0,-3.0,-1.0,-1.0,0.0,-2.0,0.0,-26.0,-4.0,0.0,-3.0,-12.0,-1.0,-2.0,-5.0,1
1225,-4.0,-4.0,0.0,0.0,24.0,27.0,5.0,20.0,-29.0,-2.0,-4.0,-4.0,-16.0,4.0,-2.0,-4.0,40.0,1.0,-2.0,-1.0,18.0,2.0,-4.0,3.0,-17.0,-2.0,2.0,2.0,-21.0,-3.0,-2.0,15.0,-8.0,-3.0,0.0,3.0,-6.0,-13.0,-8.0,-16.0,55.0,2.0,-1.0,-2.0,-14.0,-5.0,-6.0,15.0,-11.0,-2.0,0.0,-1.0,-4.0,-10.0,-4.0,-5.0,-18.0,-1.0,-5.0,-2.0,24.0,14.0,-2.0,-18.0,1
2211,-7.0,-4.0,-2.0,-3.0,22.0,17.0,-1.0,2.0,-5.0,-2.0,0.0,0.0,-16.0,12.0,-4.0,-3.0,-19.0,-6.0,-5.0,-3.0,21.0,15.0,-2.0,-7.0,1.0,2.0,0.0,0.0,-10.0,-6.0,-1.0,-3.0,-3.0,-1.0,-2.0,0.0,13.0,23.0,3.0,-3.0,-10.0,-3.0,1.0,5.0,-29.0,-40.0,0.0,11.0,-8.0,3.0,2.0,1.0,-4.0,-17.0,-2.0,4.0,33.0,2.0,-2.0,-2.0,7.0,22.0,-1.0,-1.0,1
2871,2.0,-1.0,0.0,3.0,29.0,-3.0,1.0,7.0,-2.0,-2.0,-1.0,1.0,-22.0,3.0,-1.0,-10.0,0.0,3.0,-2.0,2.0,41.0,-14.0,1.0,4.0,-37.0,-8.0,-1.0,-4.0,-46.0,-5.0,-5.0,-14.0,50.0,9.0,4.0,-3.0,14.0,-20.0,-3.0,13.0,-8.0,-3.0,-1.0,-2.0,2.0,10.0,-4.0,-14.0,-10.0,-3.0,-3.0,-3.0,3.0,17.0,1.0,8.0,-21.0,-6.0,-3.0,0.0,20.0,-2.0,-2.0,-6.0,1
